timestamp,heart rate
01:06,49
01:06,51
01:11,51
01:11,55
01:11,54
01:13,54
01:13,52
01:13,55
01:13,58
01:13,62
01:13,61
01:13,63
01:13,58
01:13,62
01:22,62
01:22,58
01:22,64
01:24,64
01:24,59
01:24,58
01:24,61
01:27,61
01:27,64
01:28,64
01:28,57
01:28,58
01:28,56
01:28,55
01:28,57
01:28,58
01:35,58
01:35,59
01:36,59
01:36,58
01:36,54
01:36,55
01:36,60
01:36,64
01:36,62
01:42,62
01:42,59
01:43,59
01:43,53
01:45,53
01:45,58
01:46,58
01:46,55
01:46,56
01:46,57
01:46,62
01:50,62
01:50,65
01:51,65
01:51,58
01:51,59
01:51,60
01:51,58
01:51,55
01:51,56
01:57,56
01:57,57
01:58,57
01:58,59
01:58,58
02:00,58
02:00,61
02:00,58
02:02,58
02:02,56
02:02,57
02:02,59
02:02,56
02:02,57
02:02,53
02:02,55
02:02,56
02:02,54
02:02,56
02:14,56
02:14,61
02:14,55
02:16,55
02:17,55
02:17,57
02:18,57
02:18,56
02:18,55
02:18,57
02:18,55
02:18,58
02:18,55
02:18,56
02:18,57
02:18,56
02:18,57
02:18,56
02:18,57
02:18,56
02:18,57
02:18,56
02:18,57
02:18,58
02:18,56
02:18,58
02:18,56
02:18,57
02:48,57
02:48,68
02:48,69
02:50,69
02:50,64
02:50,51
02:50,52
02:50,51
02:50,52
03:00,52
03:02,52
03:02,55
03:03,55
03:03,65
03:03,50
03:03,49
03:03,50
03:03,51
03:03,66
03:13,66
03:13,59
03:13,48
03:15,48
03:15,60
03:15,64
03:17,64
03:17,56
03:18,56
03:18,53
03:18,51
03:18,53
03:18,56
03:22,56
03:22,55
03:22,64
03:24,64
03:24,60
03:25,60
03:25,55
03:26,55
03:26,58
03:27,58
03:27,65
03:28,65
03:28,60
03:28,64
03:30,64
03:30,62
03:31,62
03:31,54
03:31,59
03:31,57
03:34,57
03:35,57
03:35,55
03:35,52
03:35,56
03:35,59
03:35,61
03:35,60
03:43,60
03:43,62
03:43,69
03:43,55
03:46,55
03:46,60
03:46,55
03:46,57
03:49,57
03:49,59
03:49,68
03:51,68
03:51,61
03:51,60
03:51,55
03:54,55
03:54,52
03:55,52
03:55,60
03:55,52
03:55,56
03:55,57
04:00,57
04:00,54
04:00,52
04:04,52
04:04,58
04:05,58
04:05,62
04:06,62
04:06,52
04:07,52
04:07,51
04:07,54
04:07,53
04:07,58
04:11,58
04:11,60
04:12,60
04:12,56
04:13,56
04:13,53
04:14,53
04:14,54
04:14,56
04:14,54
04:14,53
04:18,53
04:18,56
04:19,56
04:19,52
04:19,55
04:19,54
04:19,53
04:19,56
04:19,52
04:19,54
04:27,54
04:28,54
04:28,62
04:28,51
04:30,51
04:30,50
04:31,50
04:31,60
04:31,57
04:31,55
04:31,54
04:31,55
04:31,57
04:31,56
04:31,57
04:31,56
04:45,56
04:45,61
04:46,61
04:46,56
04:47,56
04:47,51
04:48,51
04:48,57
04:48,52
04:48,53
04:48,51
04:53,51
04:53,50
04:54,50
04:54,62
04:54,62
04:54,68
04:54,64
04:54,69
04:54,62
04:54,64
05:00,64
05:00,65
05:00,60
05:00,59
05:00,63
05:00,64
05:06,64
05:06,79
05:06,79
05:06,81
05:06,73
05:06,60
05:06,61
05:06,65
05:06,72
05:13,72
05:13,80
05:13,87
05:13,87
05:13,65
05:13,48
05:13,57
05:13,49
05:13,55
05:13,54
05:13,59
05:13,61
05:13,56
05:13,54
05:13,57
05:13,54
05:13,55
05:13,57
05:13,59
05:13,62
05:13,64
05:35,64
05:35,66
05:35,66
05:35,68
05:35,66
05:35,59
05:35,66
05:35,68
05:41,68
05:41,0
05:50,0
05:52,0
05:52,0
05:52,81
05:52,82
05:55,82
05:55,70
05:55,70
05:55,75
05:55,64
05:55,61
05:55,59
06:00,59
06:00,66
06:00,69
06:00,63
06:00,61
06:00,68
06:00,66
06:00,56
06:00,58
06:09,58
06:09,67
06:09,84
06:09,84
06:09,87
06:09,74
06:09,64
06:09,65
06:09,74
06:16,74
06:16,83
06:16,83
06:16,78
06:16,67
06:16,56
06:16,57
06:16,55
06:16,56
06:16,52
06:16,51
06:16,57
06:16,66
06:16,64
06:16,58
06:16,66
06:16,57
06:16,54
06:16,67
06:16,61
06:16,62
06:16,55
06:16,54
06:16,67
06:16,59
06:16,54
06:16,58
06:16,56
06:16,64
06:16,59
06:16,51
06:16,60
06:16,57
06:16,64
06:16,59
06:16,53
06:16,54
06:16,51
06:16,54
06:16,49
06:16,52
06:16,55
07:00,55
07:00,63
07:00,61
07:00,60
07:00,61
07:00,60
07:00,71
07:00,78
07:00,68
07:00,57
07:00,53
07:00,58
07:00,57
07:00,53
07:00,55
07:00,57
07:15,57
07:15,50
07:16,50
07:16,52
07:16,49
07:16,52
07:16,59
07:16,51
07:16,49
07:16,48
07:23,48
07:23,49
07:24,49
07:24,54
07:24,71
07:24,63
07:24,53
07:24,57
07:29,57
07:29,56
07:30,56
07:30,50
07:30,56
07:30,63
07:30,57
07:30,59
07:30,58
07:30,52
07:30,59
07:30,61
07:30,55
07:30,49
07:30,51
07:30,57
07:30,50
07:30,53
07:30,51
07:30,48
07:30,47
07:30,49
07:30,46
07:53,46
07:53,56
07:53,65
07:53,65
07:53,73
07:53,66
07:53,60
07:53,51
07:59,51
07:59,57
07:59,57
07:59,66
07:59,62
07:59,58
07:59,53
07:59,51
07:59,53
08:06,53
08:06,62
08:07,62
08:07,54
08:07,50
08:07,59
08:07,61
08:07,50
08:12,50
08:12,47
08:14,47
08:14,50
08:14,54
08:14,51
08:14,48
08:14,47
08:14,48
08:14,49
08:14,58
08:14,47
08:14,46
08:14,48
08:14,49
08:14,48
08:14,56
08:14,57
08:14,52
08:14,56
08:14,55
08:14,50
08:34,50
08:34,49
08:35,49
08:35,47
08:36,47
08:36,48
08:37,48
08:37,51
08:37,48
08:37,51
08:37,54
08:37,50
08:37,55
08:37,52
08:37,49
08:37,48
08:37,47
08:37,50
08:37,54
08:37,56
08:50,56
08:50,51
08:51,51
08:52,51
08:52,48
08:52,50
08:52,47
08:56,47
08:56,52
08:57,52
08:57,60
08:57,60
08:57,68
08:57,70
09:00,70
09:00,69
09:00,56
09:00,64
09:00,57
09:00,43
09:05,43
09:05,46
09:06,46
09:06,49
09:06,63
09:06,71
09:06,62
09:06,52
09:06,48
09:06,51
09:06,58
09:06,53
09:06,50
09:06,45
09:06,53
09:06,47
09:06,48
09:06,47
09:06,51
09:06,48
09:06,50
09:06,55
09:06,52
09:06,48
09:06,46
09:29,46
09:29,48
09:30,48
09:31,48
09:31,53
09:31,53
09:31,74
09:33,74
09:33,74
09:33,75
09:35,75
09:35,70
09:35,70
09:35,69
09:35,68
09:35,76
09:35,82
09:35,79
09:35,71
09:35,69
09:35,60
09:35,62
09:35,54
09:35,52
09:35,51
09:35,54
09:35,56
09:35,55
09:35,63
09:35,54
09:35,56
09:35,58
09:35,55
09:35,58
09:35,59
09:35,63
10:00,63
10:00,54
10:00,58
10:00,62
10:03,62
10:03,54
10:04,54
10:04,59
10:04,61
10:04,53
10:04,58
10:04,63
10:04,61
10:04,60
10:04,57
10:04,63
10:04,62
10:15,62
10:15,60
10:15,59
10:17,59
10:17,64
10:19,64
10:19,76
10:19,76
10:19,84
10:21,84
10:21,68
10:22,68
10:22,67
10:23,67
10:23,77
10:24,77
10:24,69
10:25,69
10:25,64
10:25,63
10:25,64
10:25,65
10:25,67
10:31,67
10:31,63
10:32,63
10:32,67
10:32,61
10:32,62
10:32,63
10:32,61
10:32,63
10:32,62
10:32,64
10:32,61
10:32,60
10:32,61
10:32,60
10:32,59
10:32,60
10:32,58
10:32,59
10:32,61
10:32,59
11:00,59
11:00,56
11:03,56
11:03,54
11:04,54
11:04,57
11:04,56
11:04,54
11:08,54
11:08,56
11:09,56
11:11,56
11:12,56
11:12,61
11:12,54
11:15,54
11:15,55
11:16,55
11:16,57
11:16,56
11:16,54
11:16,55
11:16,57
11:16,56
11:25,56
11:25,65
11:26,65
11:26,58
11:28,58
11:28,60
11:29,60
11:29,53
11:29,56
11:29,55
11:29,54
11:29,55
11:29,54
11:29,52
11:29,53
11:29,51
11:29,52
11:29,51
11:29,52
11:29,53
11:47,53
11:47,52
11:47,64
11:47,65
11:47,67
11:47,73
11:47,64
11:47,55
11:47,58
11:47,60
11:47,67
11:47,65
11:47,57
12:00,57
12:00,61
12:00,68
12:00,70
12:00,73
12:00,74
12:06,74
12:06,83
12:06,83
12:06,80
12:06,78
12:06,57
12:06,54
12:06,61
12:06,67
12:06,69
12:06,75
12:06,67
12:17,67
12:17,64
12:18,64
12:18,68
12:18,69
12:18,73
12:22,73
12:22,67
12:23,67
12:23,62
12:23,65
12:23,66
12:23,65
12:23,64
12:23,68
12:23,64
12:23,65
12:23,63
12:23,65
12:23,59
12:23,63
12:23,64
12:23,60
12:23,66
12:38,66
12:38,79
12:38,79
12:38,92
12:38,95
12:38,93
12:38,83
12:38,72
12:38,57
12:38,58
12:38,63
12:38,61
12:38,58
12:38,64
12:38,58
12:38,57
12:38,60
12:38,65
12:38,66
12:38,62
12:38,60
13:00,60
13:00,64
13:00,66
13:02,66
13:02,60
13:03,60
13:03,63
13:03,77
13:03,68
13:03,59
13:03,64
13:03,59
13:03,57
13:03,59
13:03,63
13:03,60
13:03,63
13:03,65
13:03,63
13:03,64
13:03,59
13:03,54
13:03,56
13:03,60
13:03,57
13:03,65
13:03,58
13:03,56
13:03,57
13:03,64
13:03,62
13:03,68
13:03,67
13:03,63
13:03,61
13:03,65
13:03,73
13:03,69
13:03,66
13:03,64
13:03,57
13:03,56
13:03,57
13:03,56
13:03,55
13:03,67
13:03,57
13:03,54
13:49,54
13:49,55
13:50,55
13:50,65
13:50,66
13:52,66
13:52,65
13:53,65
13:53,60
13:53,59
13:53,55
13:57,55
13:57,54
13:58,54
13:58,58
13:58,61
14:00,61
14:00,60
14:00,59
14:00,56
14:00,67
14:00,54
14:00,55
14:00,57
14:00,55
14:00,57
14:00,60
14:00,57
14:00,55
14:00,56
14:00,62
14:00,65
14:00,61
14:00,69
14:00,61
14:00,51
14:00,57
14:00,56
14:00,52
14:00,54
14:00,56
14:00,61
14:00,54
14:00,61
14:00,58
14:00,69
14:00,66
14:00,56
14:00,58
14:00,66
14:00,55
14:00,53
14:00,52
14:00,50
14:00,52
14:00,65
14:00,71
14:00,69
14:00,64
14:00,65
14:00,57
14:00,58
14:00,55
14:00,67
14:00,64
14:52,64
14:52,56
14:53,56
14:53,64
14:53,58
14:53,61
14:53,56
14:53,50
14:53,54
14:53,59
15:00,59
15:00,57
15:00,56
15:00,58
15:00,57
15:00,67
15:00,55
15:00,59
15:00,62
15:00,61
15:00,63
15:00,80
15:00,76
15:00,75
15:16,75
15:16,75
15:16,80
15:18,80
15:18,79
15:18,79
15:20,79
15:20,74
15:20,74
15:20,70
15:20,72
15:24,72
15:24,75
15:24,67
15:24,69
15:24,74
15:24,74
15:24,67
15:24,60
15:24,52
15:31,52
15:31,48
15:32,48
15:32,46
15:32,59
15:32,63
15:32,69
15:32,66
15:32,65
15:32,64
15:32,50
15:32,53
15:32,58
15:32,63
15:32,53
15:32,42
15:32,55
15:32,50
15:32,63
15:32,67
15:32,59
15:32,51
15:32,53
15:32,59
15:54,59
15:54,65
15:54,65
15:54,68
15:56,68
15:56,73
15:56,77
15:56,78
15:56,78
15:56,72
16:00,72
16:00,67
16:00,47
16:00,54
16:03,54
16:03,54
16:03,74
16:03,83
16:03,83
16:03,83
16:03,101
16:03,101
16:03,124
16:03,128
16:03,129
16:03,132
16:03,134
16:03,136
16:03,137
16:03,138
16:03,138
16:03,139
16:03,138
16:03,140
16:03,139
16:03,141
16:03,143
16:03,144
16:03,145
16:03,137
16:03,137
16:03,141
16:03,145
16:03,145
16:03,149
16:03,149
16:03,151
16:03,142
16:03,125
16:03,125
16:03,116
16:03,130
16:03,130
16:03,125
16:03,125
16:03,132
16:03,137
16:03,137
16:03,137
16:03,137
16:03,137
16:03,129
16:03,129
16:03,126
16:03,126
16:44,126
16:44,126
16:44,126
16:44,126
16:44,126
16:44,126
