timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
,,,,,,56884,80,,,,
,,,,,,56944,91,,,,
,,1683,748.000,walking,47,56944,,3,,,
,,,,,,57004,94,,,,
2024-05-08T07:33:00.000Z,,,,sedentary,,,,4,,,
,,,,,,57064,85,,,,
,,1692,750.000,walking,47,57064,,2,,,
,,,,,,57124,78,,,,
,,,,,,57184,79,,,,
,,,,,,57244,67,,,,
,,,,,,57304,71,,,,
,,,,,,57424,79,,,,
,,,,,,57484,96,,,,
2024-05-08T07:41:00.000Z,,,,sedentary,,,,4,,,
,,,,,,57544,90,,,,
,,1724,764.000,walking,47,57544,,2,,,
,,,,,,57604,95,,,,
2024-05-08T07:43:00.000Z,,,,sedentary,,,,6,,,
,,,,,,57664,97,,,,
,,,,,,57724,98,,,,
,,1759,838.000,walking,52,57724,,0,,,
,,1773,864.000,walking,53,57784,,0,,,
,,,,,,57844,101,,,,
,,0,38.000,generic,2,57844,,6,,,
,,,,,,57904,99,,,,
,,,,,,57964,98,,,,
,,,,,,58024,81,,,,
,,,,,,58084,72,,,,
,,,,,,58144,76,,,,
2024-05-08T07:52:00.000Z,,,,sedentary,,,,5,,,
,,,,,,58204,78,,,,
,,,,,,58264,86,,,,
,,1806,877.000,walking,54,58264,,2,,,
,,,,,,58324,96,,,,
2024-05-08T07:55:00.000Z,,,,sedentary,,,,6,,,
,,,,,,58384,100,,,,
,,1875,927.000,walking,56,58384,,2,,,
,,,,,,58444,99,,,,
,,,,,,58504,91,,,,
,,,,,,58564,81,,,,
,,,,,,58624,74,,,,
2024-05-08T08:00:00.000Z,,,,sedentary,,,,4,,,
,,,,,,58684,75,,,,
,,,,,,58744,71,,,,
,,,,,,58804,75,,,,
,,,,,,58864,100,,,,
2024-05-08T08:04:00.000Z,,,,sedentary,,,,5,,,
,,,,,,58924,111,,,,
,,0,98.000,generic,6,58924,,5,,,
,,,,,,58984,99,,,,
,,1884,967.000,walking,58,58984,,0,,,
,,,,,,59044,87,,,,
,,,,,,59104,97,,,,
,,,,,,59164,101,,,,
,,,,,,59224,91,,,,
2024-05-08T08:10:00.000Z,,,,sedentary,,,,5,,,
,,,,,,59284,93,,,,
,,,,,,59344,99,,,,
,,,,,,59404,103,,,,
,,,,,,59464,106,,,,
,,2220,1151.000,walking,71,59464,,2,,,
,,,,,,59465,,,,,3.417
,,0,136.000,generic,9,59524,,3,,,
,,,,,,59584,92,,,,
,,,,,,59644,91,,,,
,,,,,,59655,,,,,4.206
,,,,,,59704,102,,,,
,,,,,,59755,,,,,4.922
,,,,,,59764,98,,,,
,,2399,1285.000,walking,79,59764,,2,,,
,,,,,,59815,,,,,1.209
,,,,,,59824,95,,,,
2024-05-08T08:20:00.000Z,,,,sedentary,,,,4,,,
,,,,,,59884,92,,,,
,,2410,1289.000,walking,79,59884,,1,,,
,,,,,,59944,75,,,,
,,,,,,60004,80,,,,
,,,,,,60064,78,,,,
,,,,,,60124,87,,,,
2024-05-08T08:25:00.000Z,,,,sedentary,,,,4,,,
,,,,,,60184,88,,,,
,,,,,,60244,87,,,,
,,,,,,60304,100,,,,
,,,,,,60325,,,,3.048,
,,,,,,60364,113,,,,
,,,,,,60424,108,,,,
,,2769,1514.000,walking,95,60424,,2,,,
,,,,,,60484,98,,,,
,,,,,,60544,102,,,,
,,,,,,60604,107,,,,
,,,,,,60664,111,,,,
,,,,,,60724,105,,,,
,,,,,,60784,108,,,,
